연도,시도,시군구,sigungu_cd,stnId,참조관측소,거리_km,연평균기온,겨울철_평균최저기온,겨울철_자료완전성,여름철_평균기온,연강수량_mm,평균풍속_ms,GDD_솔수염하늘소_base11.9,GDD_북방수염하늘소_base8.3,SPI3_연평균,SPI3_최저월(최심가뭄),SPI3_최고월(최다습),SPI3_유효월수,연간관측일수,표고_m,표고_비고,토양수분_비고,비고
2023,강원특별자치도,양양군,51830,90,속초,27.52,13.69,-3.48,True,24.17,1768.8,1.89,1867.8,2706.0,0.14,-1.17,1.06,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 27.52km)"
2024,강원특별자치도,양양군,51830,90,속초,27.52,14.14,-2.26,True,25.61,1234.1,2.25,2040.3,2882.5,0.15,-1.58,1.65,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 27.52km)"
2025,강원특별자치도,양양군,51830,90,속초,27.52,13.92,-2.23,True,25.67,1390.6,2.42,1938.3,2763.9,-0.33,-1.66,1.72,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 27.52km)"
2016,강원특별자치도,영월군,51750,121,영월,4.58,12.4,-5.64,True,23.75,940.4,1.14,1822.2,2633.3,-0.36,-1.59,0.66,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 4.58km)"
2017,강원특별자치도,영월군,51750,121,영월,4.58,11.73,-5.44,True,23.24,996.1,1.06,1701.1,2467.8,-0.55,-2.22,0.6,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 4.58km)"
2018,강원특별자치도,영월군,51750,121,영월,4.58,11.59,-8.28,True,24.53,1360.8,1.12,1741.6,2508.0,0.55,-0.67,1.5,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 4.58km)"
2019,강원특별자치도,영월군,51750,121,영월,4.58,12.16,-6.6,True,23.2,830.4,1.06,1745.0,2500.0,-0.48,-1.72,0.69,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 4.58km)"
2020,강원특별자치도,영월군,51750,121,영월,4.58,11.98,-3.82,True,23.49,1344.1,1.11,1639.5,2390.1,0.15,-1.88,1.78,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 4.58km)"
2021,강원특별자치도,영월군,51750,121,영월,4.58,12.15,-6.98,True,23.25,1106.4,1.08,1696.4,2488.9,0.1,-0.99,1.83,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 4.58km)"
2022,강원특별자치도,영월군,51750,121,영월,4.58,11.69,-7.18,True,23.66,1288.7,1.03,1744.8,2526.7,-0.19,-1.89,1.17,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 4.58km)"
2023,강원특별자치도,영월군,51750,121,영월,4.58,12.5,-7.57,True,24.04,1507.5,0.99,1847.8,2657.4,0.23,-1.75,1.83,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 4.58km)"
2024,강원특별자치도,영월군,51750,121,영월,4.58,13.35,-3.87,True,24.68,1316.7,1.05,2032.8,2874.6,0.76,-0.63,1.74,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 4.58km)"
2025,강원특별자치도,영월군,51750,121,영월,4.58,12.2,-7.46,True,25.04,1021.8,1.26,1937.8,2710.4,-0.24,-1.53,1.4,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 4.58km)"
2016,강원특별자치도,원주시,51130,114,원주,3.56,13.39,-4.26,True,25.47,874.6,1.07,2064.8,2890.4,-0.35,-2.01,0.75,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 3.56km)"
2017,강원특별자치도,원주시,51130,114,원주,3.56,12.14,-5.08,True,24.03,1063.6,1.0,1784.4,2561.2,-0.53,-2.28,0.94,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 3.56km)"
2018,강원특별자치도,원주시,51130,114,원주,3.56,12.47,-6.95,True,25.88,1229.2,1.06,1895.6,2677.0,0.36,-0.88,1.99,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 3.56km)"
2019,강원특별자치도,원주시,51130,114,원주,3.56,13.02,-5.28,True,24.52,771.9,1.0,1875.1,2648.7,-0.73,-2.14,0.34,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 3.56km)"
2020,강원특별자치도,원주시,51130,114,원주,3.56,12.78,-2.56,True,24.63,1317.0,1.06,1753.8,2526.0,0.23,-2.25,1.91,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 3.56km)"
2021,강원특별자치도,원주시,51130,114,원주,3.56,13.0,-5.73,True,24.55,1113.0,1.04,1837.9,2646.0,-0.06,-1.61,1.39,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 3.56km)"
2022,강원특별자치도,원주시,51130,114,원주,3.56,12.5,-5.96,True,24.73,1394.0,1.06,1856.5,2656.6,0.21,-1.41,1.4,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 3.56km)"
2023,강원특별자치도,원주시,51130,114,원주,3.56,13.5,-6.27,True,25.23,1391.7,0.99,2006.9,2839.2,0.09,-2.05,1.41,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 3.56km)"
2024,강원특별자치도,원주시,51130,114,원주,3.56,14.55,-2.42,True,26.31,1374.5,0.98,2274.2,3124.3,0.81,-0.01,1.76,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 3.56km)"
2025,강원특별자치도,원주시,51130,114,원주,3.56,13.44,-5.26,True,26.35,1154.4,1.29,2138.9,2930.1,-0.07,-1.27,1.42,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 3.56km)"
2016,강원특별자치도,인제군,51810,211,인제,8.42,11.21,-7.31,True,22.97,1185.7,1.77,1658.2,2429.4,0.2,-1.35,1.31,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 8.42km)"
2017,강원특별자치도,인제군,51810,211,인제,8.42,10.57,-7.21,True,22.45,1209.3,1.69,1553.6,2301.6,-0.28,-1.72,1.25,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 8.42km)"
2018,강원특별자치도,인제군,51810,211,인제,8.42,10.18,-10.22,True,23.3,1214.3,1.8,1501.2,2215.7,0.16,-1.12,1.49,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 8.42km)"
2019,강원특별자치도,인제군,51810,211,인제,8.42,11.26,-8.72,True,22.72,779.3,1.65,1590.8,2314.4,-0.87,-1.73,0.13,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 8.42km)"
2020,강원특별자치도,인제군,51810,211,인제,8.42,11.26,-4.39,True,23.21,1429.1,1.57,1529.0,2226.7,0.41,-1.97,2.14,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 8.42km)"
2021,강원특별자치도,인제군,51810,211,인제,8.42,11.44,-7.93,True,23.25,923.0,1.52,1626.4,2376.0,-0.2,-1.97,1.73,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 8.42km)"
2022,강원특별자치도,인제군,51810,211,인제,8.42,10.94,-8.51,True,23.31,1497.5,1.45,1626.9,2369.5,0.35,-1.33,1.51,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 8.42km)"
2023,강원특별자치도,인제군,51810,211,인제,8.42,11.85,-9.13,True,24.08,1225.6,1.32,1789.0,2577.2,0.1,-0.75,1.44,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 8.42km)"
2024,강원특별자치도,인제군,51810,211,인제,8.42,12.53,-5.2,True,24.87,1094.1,1.45,1923.7,2739.5,0.21,-0.63,1.66,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 8.42km)"
2025,강원특별자치도,인제군,51810,211,인제,8.42,11.35,-8.7,True,24.34,1202.8,1.43,1731.6,2478.6,-0.07,-1.38,1.82,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 8.42km)"
2016,강원특별자치도,정선군,51770,217,정선군,5.84,11.55,-6.2,True,23.33,1174.2,1.53,1739.2,2520.2,0.05,-1.19,0.77,11.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 5.84km)"
2017,강원특별자치도,정선군,51770,217,정선군,5.84,10.83,-6.55,True,22.61,972.5,1.67,1629.8,2383.0,-0.61,-2.44,0.72,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 5.84km)"
2018,강원특별자치도,정선군,51770,217,정선군,5.84,10.64,-9.12,True,23.73,1420.9,1.74,1626.0,2361.6,0.58,-1.07,1.78,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 5.84km)"
2019,강원특별자치도,정선군,51770,217,정선군,5.84,11.24,-7.24,True,22.44,798.9,1.67,1615.0,2337.4,-0.72,-2.21,0.48,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 5.84km)"
2020,강원특별자치도,정선군,51770,217,정선군,5.84,11.1,-4.79,True,22.88,1305.4,1.81,1515.8,2221.0,0.28,-1.8,1.76,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 5.84km)"
2021,강원특별자치도,정선군,51770,217,정선군,5.84,11.4,-7.87,True,22.98,1112.1,1.67,1615.5,2369.4,0.02,-1.08,1.89,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 5.84km)"
2022,강원특별자치도,정선군,51770,217,정선군,5.84,10.94,-8.23,True,23.44,1372.6,1.46,1654.8,2394.5,0.07,-1.59,1.56,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 5.84km)"
2023,강원특별자치도,정선군,51770,217,정선군,5.84,11.4,-8.63,True,23.95,1399.7,1.39,1694.9,2451.1,0.11,-2.02,1.49,12.0,362,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 5.84km)"
2024,강원특별자치도,정선군,51770,217,정선군,5.84,12.27,-6.86,True,24.82,1264.9,1.33,1962.2,2766.6,0.62,-0.46,1.69,12.0,366,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 5.84km)"
2025,강원특별자치도,정선군,51770,217,정선군,5.84,11.69,-8.86,True,25.01,1004.9,1.4,1896.5,2653.0,-0.39,-1.62,1.13,12.0,365,,이번 산출물에서 제외(사용자 요청) - 추후 국토지리정보원 자료로 보강 필요,ASOS 일자료 조회서비스 응답 항목에 토양수분 필드 자체가 없어 변수 제외,"최근접 관측소 매칭(중심점법:exact(보정), 거리 5.84km)"
